county_code,party_affiliation,age_band,voter_count
GAD,GRE,45-54,1
GAD,GRE,55-64,1
GAD,GRE,65-74,3
GAD,GRE,75+,1
GAD,IND,18-24,30
GAD,IND,25-34,70
GAD,IND,35-44,46
GAD,IND,45-54,57
GAD,IND,55-64,57
GAD,IND,65-74,34
GAD,IND,75+,20
GAD,LPF,18-24,4
GAD,LPF,25-34,13
GAD,LPF,35-44,23
GAD,LPF,45-54,3
GAD,LPF,55-64,8
GAD,LPF,65-74,7
GAD,NPA,18-24,459
GAD,NPA,25-34,856
GAD,NPA,35-44,664
GAD,NPA,45-54,547
GAD,NPA,55-64,502
GAD,NPA,65-74,437
GAD,NPA,75+,236
GAD,NPA,unknown,30
GAD,PSL,18-24,2
GAD,PSL,25-34,1
GAD,REP,18-24,379
GAD,REP,25-34,785
GAD,REP,35-44,793
GAD,REP,45-54,796
GAD,REP,55-64,1239
GAD,REP,65-74,1364
GAD,REP,75+,1124
GAD,REP,unknown,42
GIL,AMF,18-24,2
GIL,AMF,25-34,4
GIL,AMF,35-44,3
GIL,AMF,45-54,3
GIL,AMF,55-64,1
GIL,AMF,65-74,1
GIL,AMF,75+,1
GIL,ASP,18-24,4
GIL,ASP,25-34,1
GIL,ASP,35-44,4
GIL,ASP,45-54,2
GIL,ASP,55-64,1
GIL,ASP,65-74,1
GIL,BPP,18-24,1
GIL,BPP,25-34,2
GIL,BPP,35-44,2
GIL,CPF,18-24,7
GIL,CPF,25-34,8
GIL,CPF,35-44,4
GIL,CPF,45-54,3
GIL,CPF,55-64,5
GIL,CPF,65-74,1
GIL,CPP,18-24,1
GIL,CPP,25-34,1
GIL,CPP,35-44,3
GIL,CPP,45-54,1
GIL,CPP,75+,1
GIL,CSV,18-24,8
GIL,CSV,25-34,10
GIL,CSV,35-44,6
GIL,CSV,45-54,6
GIL,CSV,55-64,10
GIL,CSV,65-74,8
GIL,CSV,75+,2
GIL,DEM,18-24,105
GIL,DEM,25-34,214
GIL,DEM,35-44,219
GIL,DEM,45-54,209
GIL,DEM,55-64,318
GIL,DEM,65-74,460
GIL,DEM,75+,438
GIL,DEM,unknown,6
GIL,ECO,18-24,1
GIL,ECO,25-34,1
GIL,ECO,35-44,1
GIL,ECO,45-54,2
GIL,FFP,18-24,3
GIL,FFP,65-74,1
GIL,GRE,18-24,2
GIL,GRE,25-34,1
GIL,GRE,35-44,1
GIL,GRE,45-54,2
GIL,GRE,55-64,1
GIL,GRE,65-74,2
GIL,IND,18-24,38
GIL,IND,25-34,56
GIL,IND,35-44,61
GIL,IND,45-54,40
GIL,IND,55-64,58
GIL,IND,65-74,54
GIL,IND,75+,34
GIL,IND,unknown,1
GIL,JEF,25-34,1
GIL,LPF,18-24,6
GIL,LPF,25-34,10
GIL,LPF,35-44,17
GIL,LPF,45-54,8
GIL,LPF,55-64,6
GIL,LPF,65-74,3
GIL,LPF,75+,2
GIL,NPA,18-24,188
GIL,NPA,25-34,396
GIL,NPA,35-44,356
GIL,NPA,45-54,248
GIL,NPA,55-64,282
GIL,NPA,65-74,280
GIL,NPA,75+,138
GIL,NPA,unknown,7
GIL,PSL,25-34,1
GIL,REP,18-24,758
GIL,REP,25-34,1338
GIL,REP,35-44,1317
GIL,REP,45-54,1313
GIL,REP,55-64,1779
GIL,REP,65-74,1750
GIL,REP,75+,1253
GIL,REP,unknown,105
GLA,AMF,18-24,5
GLA,AMF,25-34,4
GLA,AMF,35-44,3
GLA,AMF,45-54,2
GLA,AMF,55-64,3
GLA,AMF,65-74,1
GLA,ASP,18-24,2
GLA,ASP,45-54,1
GLA,ASP,55-64,1
GLA,ASP,65-74,2
GLA,ASP,75+,1
GLA,BPP,45-54,1
GLA,CPF,18-24,2
GLA,CPF,35-44,3
GLA,CPF,45-54,4
GLA,CPF,55-64,1
GLA,CPF,65-74,2
GLA,CPF,75+,1
GLA,CPP,25-34,3
GLA,CPP,35-44,1
GLA,CPP,45-54,1
GLA,CPP,65-74,2
GLA,CSV,18-24,4
GLA,CSV,25-34,3
GLA,CSV,35-44,1
GLA,CSV,45-54,3
GLA,CSV,55-64,2
GLA,CSV,65-74,5
GLA,CSV,75+,1
GLA,DEM,18-24,114
GLA,DEM,25-34,183
GLA,DEM,35-44,225
GLA,DEM,45-54,207
GLA,DEM,55-64,289
GLA,DEM,65-74,399
GLA,DEM,75+,456
GLA,ECO,25-34,1
GLA,FFP,25-34,1
GLA,GRE,18-24,1
GLA,GRE,35-44,1
GLA,GRE,55-64,1
GLA,GRE,65-74,2
GLA,IND,18-24,14
GLA,IND,25-34,26
GLA,IND,35-44,14
GLA,IND,45-54,19
GLA,IND,55-64,29
GLA,IND,65-74,27
GLA,IND,75+,23
GLA,LPF,25-34,5
GLA,LPF,35-44,5
GLA,LPF,55-64,5
GLA,LPF,65-74,1
GLA,LPF,unknown,1
GLA,NPA,18-24,149
GLA,NPA,25-34,252
GLA,NPA,35-44,220
GLA,NPA,45-54,202
GLA,NPA,55-64,226
GLA,NPA,65-74,267
GLA,NPA,75+,193
GLA,PSL,18-24,1
GLA,REP,18-24,258
GLA,REP,25-34,445
GLA,REP,35-44,495
GLA,REP,45-54,543
GLA,REP,55-64,821
GLA,REP,65-74,961
GLA,REP,75+,952
GLA,REP,unknown,16
GUL,AMF,18-24,2
GUL,AMF,25-34,3
GUL,AMF,35-44,2
GUL,AMF,45-54,2
GUL,AMF,55-64,3
GUL,AMF,65-74,2
GUL,ASP,18-24,1
GUL,ASP,25-34,2
GUL,ASP,55-64,2
GUL,BPP,18-24,1
GUL,BPP,45-54,1
GUL,BPP,55-64,1
GUL,CPF,18-24,5
GUL,CPF,25-34,7
GUL,CPF,35-44,2
GUL,CPF,45-54,3
GUL,CPF,55-64,2
GUL,CPF,65-74,3
GUL,CPP,18-24,1
GUL,CPP,35-44,1
GUL,CPP,45-54,1
GUL,CPP,55-64,1
GUL,CPP,65-74,1
GUL,CPP,75+,2
GUL,CSV,18-24,7
GUL,CSV,25-34,3
GUL,CSV,35-44,9
GUL,CSV,45-54,10
GUL,CSV,55-64,8
GUL,CSV,65-74,6
GUL,CSV,75+,3
GUL,DEM,18-24,114
GUL,DEM,25-34,262
GUL,DEM,35-44,270
GUL,DEM,45-54,313
GUL,DEM,55-64,425
GUL,DEM,65-74,597
GUL,DEM,75+,558
GUL,DEM,unknown,3
GUL,ECO,18-24,2
GUL,ECO,45-54,1
GUL,ECO,55-64,1
GUL,ECO,65-74,1
GUL,GRE,18-24,4
GUL,GRE,25-34,2
GUL,GRE,45-54,1
GUL,IND,18-24,22
GUL,IND,25-34,34
GUL,IND,35-44,36
GUL,IND,45-54,29
GUL,IND,55-64,52
GUL,IND,65-74,63
GUL,IND,75+,30
GUL,LPF,18-24,1
GUL,LPF,25-34,10
GUL,LPF,35-44,12
GUL,LPF,45-54,6
GUL,LPF,55-64,2
GUL,LPF,65-74,2
GUL,LPF,75+,3
GUL,NPA,18-24,120
GUL,NPA,25-34,276
GUL,NPA,35-44,262
GUL,NPA,45-54,238
GUL,NPA,55-64,309
GUL,NPA,65-74,266
GUL,NPA,75+,130
GUL,NPA,unknown,4
GUL,PSL,25-34,1
GUL,PSL,55-64,1
GUL,REP,18-24,404
GUL,REP,25-34,765
GUL,REP,35-44,851
GUL,REP,45-54,1019
GUL,REP,55-64,1740
GUL,REP,65-74,1634
GUL,REP,75+,1170
GUL,REP,unknown,33
HAM,AMF,18-24,6
HAM,AMF,25-34,6
HAM,AMF,35-44,6
HAM,AMF,45-54,6
HAM,AMF,55-64,2
HAM,AMF,65-74,4
HAM,ASP,35-44,3
HAM,ASP,45-54,3
HAM,ASP,55-64,1
HAM,ASP,65-74,1
HAM,BPP,45-54,1
HAM,CPF,18-24,5
HAM,CPF,25-34,2
HAM,CPF,35-44,4
HAM,CPF,45-54,4
HAM,CPF,55-64,3
HAM,CPF,65-74,1
HAM,CPP,18-24,1
HAM,CPP,25-34,2
HAM,CPP,35-44,1
HAM,CPP,45-54,1
HAM,CSV,18-24,8
HAM,CSV,25-34,8
HAM,CSV,35-44,7
HAM,CSV,45-54,4
HAM,CSV,55-64,5
HAM,CSV,65-74,7
HAM,DEM,18-24,171
HAM,DEM,25-34,339
HAM,DEM,35-44,406
HAM,DEM,45-54,382
HAM,DEM,55-64,505
HAM,DEM,65-74,648
HAM,DEM,75+,521
HAM,DEM,unknown,3
HAM,FFP,35-44,2
HAM,GRE,18-24,1
HAM,GRE,25-34,3
HAM,GRE,45-54,1
HAM,GRE,55-64,1
HAM,GRE,65-74,1
HAM,IND,18-24,11
HAM,IND,25-34,23
HAM,IND,35-44,17
HAM,IND,45-54,20
HAM,IND,55-64,17
HAM,IND,65-74,24
HAM,IND,75+,10
HAM,IND,unknown,1
HAM,LPF,25-34,5
HAM,LPF,35-44,3
HAM,LPF,45-54,2
HAM,LPF,65-74,3
HAM,LPF,75+,1
HAM,NPA,18-24,181
HAM,NPA,25-34,243
HAM,NPA,35-44,219
HAM,NPA,45-54,174
HAM,NPA,55-64,155
HAM,NPA,65-74,142
HAM,NPA,75+,57
HAM,NPA,unknown,6
HAM,PSL,18-24,1
HAM,PSL,25-34,2
HAM,REP,18-24,277
HAM,REP,25-34,468
HAM,REP,35-44,511
HAM,REP,45-54,563
HAM,REP,55-64,779
HAM,REP,65-74,798
HAM,REP,75+,653
HAM,REP,unknown,36
HAR,AMF,18-24,17
HAR,AMF,25-34,18
HAR,AMF,35-44,7
HAR,AMF,45-54,1
HAR,AMF,55-64,3
HAR,AMF,65-74,1
HAR,AMF,75+,1
HAR,ASP,18-24,5
HAR,ASP,25-34,5
HAR,ASP,35-44,2
HAR,ASP,45-54,1
HAR,ASP,55-64,3
HAR,BPP,18-24,3
HAR,BPP,25-34,3
HAR,BPP,35-44,1
HAR,BPP,45-54,2
HAR,BPP,55-64,2
HAR,CPF,18-24,11
HAR,CPF,25-34,7
HAR,CPF,35-44,3
HAR,CPF,45-54,7
HAR,CPF,55-64,3
HAR,CPF,65-74,2
HAR,CPF,75+,3
HAR,CPP,18-24,2
HAR,CPP,25-34,5
HAR,CPP,35-44,1
HAR,CPP,45-54,1
HAR,CPP,55-64,2
HAR,CSV,18-24,22
HAR,CSV,25-34,18
HAR,CSV,35-44,11
HAR,CSV,45-54,11
HAR,CSV,55-64,10
HAR,CSV,65-74,5
HAR,CSV,75+,4
HAR,DEM,18-24,269
HAR,DEM,25-34,502
HAR,DEM,35-44,452
HAR,DEM,45-54,415
HAR,DEM,55-64,497
HAR,DEM,65-74,548
HAR,DEM,75+,563
HAR,DEM,unknown,9
HAR,FFP,18-24,4
HAR,FFP,55-64,1
HAR,GRE,18-24,3
HAR,GRE,25-34,3
HAR,GRE,35-44,1
HAR,GRE,45-54,1
HAR,IND,18-24,31
HAR,IND,25-34,38
HAR,IND,35-44,19
HAR,IND,45-54,14
HAR,IND,55-64,27
HAR,IND,65-74,17
HAR,IND,75+,13
HAR,IND,unknown,1
HAR,LPF,18-24,1
HAR,LPF,25-34,6
HAR,LPF,35-44,11
HAR,LPF,45-54,11
HAR,LPF,55-64,2
HAR,LPF,75+,2
HAR,NPA,18-24,333
HAR,NPA,25-34,747
HAR,NPA,35-44,526
HAR,NPA,45-54,352
HAR,NPA,55-64,247
HAR,NPA,65-74,246
HAR,NPA,75+,215
HAR,NPA,unknown,3
HAR,PSL,18-24,2
HAR,PSL,25-34,1
HAR,REP,18-24,590
HAR,REP,25-34,994
HAR,REP,35-44,1115
HAR,REP,45-54,1037
HAR,REP,55-64,1175
HAR,REP,65-74,1209
HAR,REP,75+,1158
HAR,REP,unknown,27
HEN,AMF,18-24,11
HEN,AMF,25-34,13
HEN,AMF,35-44,8
HEN,AMF,45-54,8
HEN,AMF,55-64,1
HEN,AMF,75+,1
HEN,ASP,18-24,10
HEN,ASP,25-34,7
HEN,ASP,35-44,6
HEN,ASP,45-54,3
HEN,ASP,55-64,3
HEN,ASP,65-74,1
HEN,BPP,18-24,2
HEN,BPP,25-34,10
HEN,BPP,35-44,4
HEN,BPP,45-54,1
HEN,BPP,55-64,1
HEN,BPP,65-74,2
HEN,CPF,18-24,10
HEN,CPF,25-34,7
HEN,CPF,35-44,3
HEN,CPF,45-54,4
HEN,CPF,55-64,1
HEN,CPF,75+,2
HEN,CPP,18-24,8
HEN,CPP,25-34,4
HEN,CPP,35-44,4
HEN,CPP,45-54,4
HEN,CSV,18-24,17
HEN,CSV,25-34,14
HEN,CSV,35-44,14
HEN,CSV,45-54,12
HEN,CSV,55-64,8
HEN,CSV,65-74,1
HEN,CSV,75+,4
HEN,DEM,18-24,568
HEN,DEM,25-34,1213
HEN,DEM,35-44,1102
HEN,DEM,45-54,1075
HEN,DEM,55-64,1250
HEN,DEM,65-74,1202
HEN,DEM,75+,987
HEN,DEM,unknown,21
HEN,ECO,18-24,1
HEN,ECO,25-34,2
HEN,ECO,35-44,1
HEN,ECO,45-54,4
HEN,ECO,55-64,2
HEN,FFP,18-24,3
HEN,FFP,25-34,1
HEN,FFP,35-44,1
HEN,GRE,18-24,4
HEN,GRE,25-34,6
HEN,GRE,35-44,2
HEN,GRE,45-54,2
HEN,IND,18-24,34
HEN,IND,25-34,77
HEN,IND,35-44,54
HEN,IND,45-54,54
HEN,IND,55-64,43
HEN,IND,65-74,48
HEN,IND,75+,19
HEN,IND,unknown,1
HEN,LPF,18-24,7
HEN,LPF,25-34,13
HEN,LPF,35-44,8
HEN,LPF,45-54,10
HEN,LPF,55-64,6
HEN,LPF,65-74,2
HEN,LPF,75+,2
HEN,LPF,unknown,1
HEN,NPA,18-24,662
HEN,NPA,25-34,1314
HEN,NPA,35-44,1047
HEN,NPA,45-54,733
HEN,NPA,55-64,724
HEN,NPA,65-74,451
HEN,NPA,75+,265
HEN,NPA,unknown,10
HEN,PSL,18-24,2
HEN,PSL,25-34,3
HEN,PSL,45-54,1
HEN,REP,18-24,786
HEN,REP,25-34,1593
HEN,REP,35-44,1629
HEN,REP,45-54,1540
HEN,REP,55-64,1980
HEN,REP,65-74,1730
HEN,REP,75+,1338
HEN,REP,unknown,63
HER,AMF,18-24,53
HER,AMF,25-34,61
HER,AMF,35-44,38
HER,AMF,45-54,36
HER,AMF,55-64,39
HER,AMF,65-74,22
HER,AMF,75+,3
HER,AMF,unknown,1
HER,ASP,18-24,21
HER,ASP,25-34,20
HER,ASP,35-44,16
HER,ASP,45-54,15
HER,ASP,55-64,12
HER,ASP,65-74,11
HER,ASP,75+,2
HER,BPP,18-24,43
HER,BPP,25-34,53
HER,BPP,35-44,43
HER,BPP,45-54,49
HER,BPP,55-64,26
HER,BPP,65-74,6
HER,BPP,75+,3
HER,CPF,18-24,53
HER,CPF,25-34,45
HER,CPF,35-44,49
HER,CPF,45-54,46
HER,CPF,55-64,36
HER,CPF,65-74,25
HER,CPF,75+,7
HER,CPP,18-24,14
HER,CPP,25-34,12
HER,CPP,35-44,21
HER,CPP,45-54,19
HER,CPP,55-64,13
HER,CPP,65-74,9
HER,CPP,75+,4
HER,CSV,18-24,93
HER,CSV,25-34,120
HER,CSV,35-44,113
HER,CSV,45-54,74
HER,CSV,55-64,83
HER,CSV,65-74,91
HER,CSV,75+,35
HER,CSV,unknown,5
HER,DEM,18-24,2127
HER,DEM,25-34,4676
HER,DEM,35-44,4878
HER,DEM,45-54,4603
HER,DEM,55-64,6072
HER,DEM,65-74,7576
HER,DEM,75+,8790
HER,DEM,unknown,179
HER,ECO,18-24,5
HER,ECO,25-34,13
HER,ECO,35-44,4
HER,ECO,45-54,8
HER,ECO,55-64,3
HER,ECO,65-74,3
HER,ECO,75+,3
HER,FFP,18-24,5
HER,FFP,25-34,3
HER,FFP,35-44,5
HER,FFP,45-54,5
HER,FFP,55-64,3
HER,FFP,65-74,1
HER,FFP,75+,3
HER,GRE,18-24,20
HER,GRE,25-34,32
HER,GRE,35-44,28
HER,GRE,45-54,13
HER,GRE,55-64,8
HER,GRE,65-74,13
HER,GRE,75+,8
HER,IND,18-24,464
HER,IND,25-34,775
HER,IND,35-44,598
HER,IND,45-54,558
HER,IND,55-64,638
HER,IND,65-74,709
HER,IND,75+,511
HER,IND,unknown,19
HER,JEF,18-24,1
HER,LPF,18-24,25
HER,LPF,25-34,117
HER,LPF,35-44,111
HER,LPF,45-54,85
HER,LPF,55-64,50
HER,LPF,65-74,30
HER,LPF,75+,21
HER,LPF,unknown,4
HER,NPA,18-24,3421
HER,NPA,25-34,7046
HER,NPA,35-44,7124
HER,NPA,45-54,6236
HER,NPA,55-64,6226
HER,NPA,65-74,5690
HER,NPA,75+,5506
HER,NPA,unknown,202
HER,PSL,18-24,9
HER,PSL,25-34,12
HER,PSL,35-44,4
HER,PSL,55-64,1
HER,REP,18-24,4557
HER,REP,25-34,8810
HER,REP,35-44,10167
HER,REP,45-54,10220
HER,REP,55-64,14853
HER,REP,65-74,15256
HER,REP,75+,15020
HER,REP,unknown,853
HIG,AMF,18-24,26
HIG,AMF,25-34,31
HIG,AMF,35-44,26
HIG,AMF,45-54,17
HIG,AMF,55-64,22
HIG,AMF,65-74,18
HIG,AMF,75+,6
HIG,ASP,18-24,20
HIG,ASP,25-34,12
HIG,ASP,35-44,12
HIG,ASP,45-54,7
HIG,ASP,55-64,13
HIG,ASP,65-74,7
HIG,ASP,75+,1
HIG,BPP,18-24,32
HIG,BPP,25-34,32
HIG,BPP,35-44,37
HIG,BPP,45-54,21
HIG,BPP,55-64,24
HIG,BPP,65-74,6
HIG,BPP,75+,7
HIG,CPF,18-24,31
HIG,CPF,25-34,21
HIG,CPF,35-44,20
HIG,CPF,45-54,18
HIG,CPF,55-64,22
HIG,CPF,65-74,19
HIG,CPF,75+,15
HIG,CPF,unknown,1
HIG,CPP,18-24,8
HIG,CPP,25-34,14
HIG,CPP,35-44,11
HIG,CPP,45-54,5
HIG,CPP,55-64,7
HIG,CPP,65-74,5
HIG,CPP,75+,3
HIG,CSV,18-24,44
HIG,CSV,25-34,56
HIG,CSV,35-44,44
HIG,CSV,45-54,48
HIG,CSV,55-64,61
HIG,CSV,65-74,77
HIG,CSV,75+,43
HIG,CSV,unknown,2
HIG,DEM,18-24,923
HIG,DEM,25-34,1950
HIG,DEM,35-44,1870
HIG,DEM,45-54,1754
HIG,DEM,55-64,2518
HIG,DEM,65-74,3991
HIG,DEM,75+,4774
HIG,DEM,unknown,44
HIG,ECO,18-24,6
HIG,ECO,25-34,3
HIG,ECO,35-44,2
HIG,ECO,45-54,4
HIG,ECO,55-64,4
HIG,ECO,65-74,5
HIG,ECO,75+,4
HIG,FFP,18-24,1
HIG,FFP,25-34,5
HIG,FFP,35-44,3
HIG,FFP,45-54,2
HIG,FFP,65-74,1
HIG,GRE,18-24,11
HIG,GRE,25-34,9
HIG,GRE,35-44,4
HIG,GRE,45-54,5
HIG,GRE,55-64,6
HIG,GRE,65-74,2
HIG,GRE,75+,3
HIG,GRE,unknown,1
HIG,IND,18-24,161
HIG,IND,25-34,215
HIG,IND,35-44,186
HIG,IND,45-54,192
HIG,IND,55-64,276
HIG,IND,65-74,350
HIG,IND,75+,329
HIG,IND,unknown,6
HIG,JEF,25-34,1
HIG,LPF,18-24,5
HIG,LPF,25-34,37
HIG,LPF,35-44,42
HIG,LPF,45-54,16
HIG,LPF,55-64,23
HIG,LPF,65-74,14
HIG,LPF,75+,11
HIG,LPF,unknown,1
HIG,NPA,18-24,1261
HIG,NPA,25-34,2948
HIG,NPA,35-44,2414
HIG,NPA,45-54,2022
HIG,NPA,55-64,2431
HIG,NPA,65-74,2913
HIG,NPA,75+,3135
HIG,NPA,unknown,52
HIG,PSL,18-24,3
HIG,PSL,35-44,1
HIG,PSL,45-54,3
HIG,PSL,55-64,1
HIG,REP,18-24,2028
HIG,REP,25-34,3398
HIG,REP,35-44,3884
HIG,REP,45-54,4030
HIG,REP,55-64,6515
HIG,REP,65-74,8934
HIG,REP,75+,10670
HIG,REP,unknown,263
HIL,AMF,18-24,355
HIL,AMF,25-34,315
HIL,AMF,35-44,247
HIL,AMF,45-54,196
HIL,AMF,55-64,139
HIL,AMF,65-74,61
HIL,AMF,75+,24
HIL,AMF,unknown,4
HIL,ASP,18-24,169
HIL,ASP,25-34,160
HIL,ASP,35-44,94
HIL,ASP,45-54,77
HIL,ASP,55-64,47
HIL,ASP,65-74,28
HIL,ASP,75+,10
HIL,ASP,unknown,1
HIL,BPP,18-24,308
HIL,BPP,25-34,452
HIL,BPP,35-44,335
HIL,BPP,45-54,239
HIL,BPP,55-64,112
HIL,BPP,65-74,49
HIL,BPP,75+,21
HIL,BPP,unknown,2
HIL,CPF,18-24,370
HIL,CPF,25-34,302
HIL,CPF,35-44,238
HIL,CPF,45-54,186
HIL,CPF,55-64,129
HIL,CPF,65-74,66
HIL,CPF,75+,36
HIL,CPF,unknown,1
HIL,CPP,18-24,94
HIL,CPP,25-34,117
HIL,CPP,35-44,126
HIL,CPP,45-54,101
HIL,CPP,55-64,80
HIL,CPP,65-74,33
HIL,CPP,75+,11
HIL,CSV,18-24,474
HIL,CSV,25-34,603
HIL,CSV,35-44,501
HIL,CSV,45-54,396
HIL,CSV,55-64,328
HIL,CSV,65-74,165
HIL,CSV,75+,80
HIL,CSV,unknown,4
HIL,DEM,18-24,27165
HIL,DEM,25-34,62007
HIL,DEM,35-44,59761
HIL,DEM,45-54,50851
HIL,DEM,55-64,52160
HIL,DEM,65-74,49816
HIL,DEM,75+,43062
HIL,DEM,unknown,1294
HIL,ECO,18-24,72
HIL,ECO,25-34,80
HIL,ECO,35-44,55
HIL,ECO,45-54,37
HIL,ECO,55-64,24
HIL,ECO,65-74,17
HIL,ECO,75+,7
HIL,ECO,unknown,1
HIL,FFP,18-24,30
HIL,FFP,25-34,49
HIL,FFP,35-44,22
HIL,FFP,45-54,27
HIL,FFP,55-64,12
HIL,FFP,65-74,7
HIL,FFP,75+,3
HIL,GRE,18-24,163
HIL,GRE,25-34,237
HIL,GRE,35-44,205
HIL,GRE,45-54,115
HIL,GRE,55-64,75
HIL,GRE,65-74,36
HIL,GRE,75+,21
HIL,GRE,unknown,3
HIL,IND,18-24,2781
HIL,IND,25-34,5362
HIL,IND,35-44,4038
HIL,IND,45-54,3419
HIL,IND,55-64,3054
HIL,IND,65-74,2438
HIL,IND,75+,1434
HIL,IND,unknown,82
HIL,JEF,25-34,5
HIL,JEF,45-54,2
HIL,JEF,65-74,1
HIL,JEF,75+,1
HIL,LPF,18-24,190
HIL,LPF,25-34,805
HIL,LPF,35-44,933
HIL,LPF,45-54,601
HIL,LPF,55-64,329
HIL,LPF,65-74,159
HIL,LPF,75+,47
HIL,LPF,unknown,16
HIL,MGT,18-24,1
HIL,MGT,45-54,2
HIL,MGT,65-74,1
HIL,NPA,18-24,32204
HIL,NPA,25-34,65176
HIL,NPA,35-44,63263
HIL,NPA,45-54,52123
HIL,NPA,55-64,40944
HIL,NPA,65-74,27082
HIL,NPA,75+,18781
HIL,NPA,unknown,1005
HIL,PSL,18-24,55
HIL,PSL,25-34,142
HIL,PSL,35-44,47
HIL,PSL,45-54,17
HIL,PSL,55-64,13
HIL,PSL,65-74,1
HIL,PSL,unknown,1
HIL,REP,18-24,23842
HIL,REP,25-34,48332
HIL,REP,35-44,49859
HIL,REP,45-54,50731
HIL,REP,55-64,62566
HIL,REP,65-74,52272
HIL,REP,75+,45286
HIL,REP,unknown,1996
HOL,AMF,18-24,3
HOL,AMF,25-34,3
HOL,AMF,35-44,1
HOL,AMF,45-54,3
HOL,AMF,55-64,3
HOL,AMF,65-74,2
HOL,ASP,18-24,2
HOL,ASP,25-34,2
HOL,ASP,45-54,1
HOL,ASP,65-74,1
HOL,ASP,75+,1
HOL,CPF,18-24,10
HOL,CPF,25-34,2
HOL,CPF,35-44,7
HOL,CPF,45-54,6
HOL,CPF,55-64,4
HOL,CPF,65-74,1
HOL,CPF,75+,1
HOL,CPP,18-24,2
HOL,CPP,25-34,4
HOL,CPP,35-44,2
HOL,CPP,45-54,1
HOL,CPP,65-74,1
HOL,CSV,18-24,10
HOL,CSV,25-34,7
HOL,CSV,35-44,3
HOL,CSV,45-54,6
HOL,CSV,55-64,4
HOL,CSV,65-74,3
HOL,CSV,75+,2
HOL,DEM,18-24,57
HOL,DEM,25-34,159
HOL,DEM,35-44,221
HOL,DEM,45-54,240
HOL,DEM,55-64,348
HOL,DEM,65-74,396
HOL,DEM,75+,432
HOL,DEM,unknown,10
HOL,ECO,18-24,1
HOL,ECO,35-44,1
HOL,GRE,18-24,2
HOL,GRE,35-44,1
HOL,GRE,45-54,4
HOL,GRE,65-74,1
HOL,IND,18-24,36
HOL,IND,25-34,33
HOL,IND,35-44,25
HOL,IND,45-54,21
HOL,IND,55-64,24
HOL,IND,65-74,26
HOL,IND,75+,4
HOL,LPF,18-24,2
HOL,LPF,25-34,12
HOL,LPF,35-44,9
HOL,LPF,45-54,2
HOL,LPF,55-64,1
HOL,LPF,65-74,2
HOL,NPA,18-24,175
HOL,NPA,25-34,365
HOL,NPA,35-44,319
HOL,NPA,45-54,266
HOL,NPA,55-64,230
HOL,NPA,65-74,203
HOL,NPA,75+,96
HOL,NPA,unknown,4
HOL,PSL,25-34,2
HOL,REP,18-24,857
HOL,REP,25-34,1198
HOL,REP,35-44,1222
HOL,REP,45-54,1286
HOL,REP,55-64,1557
HOL,REP,65-74,1501
HOL,REP,75+,1282
HOL,REP,unknown,95
IND,AMF,18-24,40
IND,AMF,25-34,53
IND,AMF,35-44,31
IND,AMF,45-54,30
IND,AMF,55-64,29
IND,AMF,65-74,14
IND,AMF,75+,19
IND,ASP,18-24,16
IND,ASP,25-34,17
IND,ASP,35-44,7
IND,ASP,45-54,16
IND,ASP,55-64,10
IND,ASP,65-74,16
IND,BPP,18-24,15
IND,BPP,25-34,14
IND,BPP,35-44,7
IND,BPP,45-54,10
IND,BPP,55-64,6
IND,BPP,65-74,3
IND,BPP,75+,4
IND,CPF,18-24,35
IND,CPF,25-34,41
IND,CPF,35-44,37
IND,CPF,45-54,27
IND,CPF,55-64,33
IND,CPF,65-74,25
IND,CPF,75+,7
IND,CPF,unknown,1
IND,CPP,18-24,7
IND,CPP,25-34,8
IND,CPP,35-44,11
IND,CPP,45-54,17
IND,CPP,55-64,18
IND,CPP,65-74,12
IND,CPP,75+,7
IND,CSV,18-24,66
IND,CSV,25-34,74
IND,CSV,35-44,63
IND,CSV,45-54,54
IND,CSV,55-64,78
IND,CSV,65-74,72
IND,CSV,75+,53
IND,CSV,unknown,3
IND,DEM,18-24,1646
IND,DEM,25-34,3470
IND,DEM,35-44,3215
IND,DEM,45-54,2912
IND,DEM,55-64,4183
IND,DEM,65-74,7096
IND,DEM,75+,8053
IND,DEM,unknown,85
IND,ECO,18-24,5
IND,ECO,25-34,5
IND,ECO,35-44,3
IND,ECO,45-54,5
IND,ECO,55-64,3
IND,ECO,65-74,6
IND,ECO,75+,7
IND,ECO,unknown,1
IND,FFP,18-24,5
IND,FFP,25-34,4
IND,FFP,35-44,3
IND,FFP,45-54,3
IND,FFP,55-64,4
IND,FFP,65-74,4
IND,GRE,18-24,10
IND,GRE,25-34,22
IND,GRE,35-44,23
IND,GRE,45-54,13
IND,GRE,55-64,11
IND,GRE,65-74,8
IND,GRE,75+,6
IND,IND,18-24,313
IND,IND,25-34,528
IND,IND,35-44,425
IND,IND,45-54,375
IND,IND,55-64,666
IND,IND,65-74,946
IND,IND,75+,789
IND,IND,unknown,5
IND,JEF,18-24,1
IND,JEF,35-44,1
IND,LPF,18-24,12
IND,LPF,25-34,55
IND,LPF,35-44,85
IND,LPF,45-54,68
IND,LPF,55-64,46
IND,LPF,65-74,34
IND,LPF,75+,19
IND,LPF,unknown,1
IND,NPA,18-24,2201
IND,NPA,25-34,4179
IND,NPA,35-44,3970
IND,NPA,45-54,3493
