county_code,party_affiliation,age_band,voter_count
MRN,CPF,55-64,61
MRN,CPF,65-74,68
MRN,CPF,75+,24
MRN,CPF,unknown,3
MRN,CPP,18-24,37
MRN,CPP,25-34,29
MRN,CPP,35-44,43
MRN,CPP,45-54,41
MRN,CPP,55-64,27
MRN,CPP,65-74,26
MRN,CPP,75+,4
MRN,CSV,18-24,151
MRN,CSV,25-34,185
MRN,CSV,35-44,170
MRN,CSV,45-54,156
MRN,CSV,55-64,185
MRN,CSV,65-74,194
MRN,CSV,75+,98
MRN,CSV,unknown,3
MRN,DEM,18-24,4703
MRN,DEM,25-34,10155
MRN,DEM,35-44,10103
MRN,DEM,45-54,9087
MRN,DEM,55-64,12171
MRN,DEM,65-74,17027
MRN,DEM,75+,19038
MRN,DEM,unknown,273
MRN,ECO,18-24,21
MRN,ECO,25-34,29
MRN,ECO,35-44,11
MRN,ECO,45-54,16
MRN,ECO,55-64,12
MRN,ECO,65-74,19
MRN,ECO,75+,5
MRN,ECO,unknown,1
MRN,FFP,18-24,12
MRN,FFP,25-34,8
MRN,FFP,35-44,5
MRN,FFP,45-54,4
MRN,FFP,55-64,7
MRN,FFP,65-74,5
MRN,GRE,18-24,32
MRN,GRE,25-34,53
MRN,GRE,35-44,42
MRN,GRE,45-54,24
MRN,GRE,55-64,25
MRN,GRE,65-74,24
MRN,GRE,75+,10
MRN,GRE,unknown,1
MRN,IND,18-24,692
MRN,IND,25-34,1113
MRN,IND,35-44,921
MRN,IND,45-54,770
MRN,IND,55-64,1083
MRN,IND,65-74,1412
MRN,IND,75+,1038
MRN,IND,unknown,23
MRN,JEF,18-24,1
MRN,JEF,25-34,1
MRN,JEF,45-54,1
MRN,LPF,18-24,63
MRN,LPF,25-34,252
MRN,LPF,35-44,244
MRN,LPF,45-54,135
MRN,LPF,55-64,112
MRN,LPF,65-74,75
MRN,LPF,75+,55
MRN,LPF,unknown,5
MRN,NPA,18-24,5998
MRN,NPA,25-34,11426
MRN,NPA,35-44,11138
MRN,NPA,45-54,9105
MRN,NPA,55-64,9778
MRN,NPA,65-74,10597
MRN,NPA,75+,10395
MRN,NPA,unknown,197
MRN,PSL,18-24,15
MRN,PSL,25-34,18
MRN,PSL,35-44,8
MRN,PSL,45-54,5
MRN,PSL,55-64,3
MRN,REP,18-24,8025
MRN,REP,25-34,15280
MRN,REP,35-44,16899
MRN,REP,45-54,17294
MRN,REP,55-64,27031
MRN,REP,65-74,33030
MRN,REP,75+,34418
MRN,REP,unknown,862
MRT,AMF,18-24,31
MRT,AMF,25-34,37
MRT,AMF,35-44,30
MRT,AMF,45-54,24
MRT,AMF,55-64,25
MRT,AMF,65-74,17
MRT,AMF,75+,5
MRT,ASP,18-24,11
MRT,ASP,25-34,16
MRT,ASP,35-44,9
MRT,ASP,45-54,8
MRT,ASP,55-64,16
MRT,ASP,65-74,6
MRT,ASP,75+,5
MRT,BPP,18-24,8
MRT,BPP,25-34,9
MRT,BPP,35-44,7
MRT,BPP,45-54,5
MRT,BPP,55-64,7
MRT,BPP,75+,5
MRT,CPF,18-24,42
MRT,CPF,25-34,32
MRT,CPF,35-44,28
MRT,CPF,45-54,35
MRT,CPF,55-64,27
MRT,CPF,65-74,25
MRT,CPF,75+,14
MRT,CPF,unknown,1
MRT,CPP,18-24,13
MRT,CPP,25-34,13
MRT,CPP,35-44,14
MRT,CPP,45-54,10
MRT,CPP,55-64,11
MRT,CPP,65-74,6
MRT,CPP,75+,8
MRT,CPP,unknown,1
MRT,CSV,18-24,54
MRT,CSV,25-34,76
MRT,CSV,35-44,71
MRT,CSV,45-54,52
MRT,CSV,55-64,78
MRT,CSV,65-74,85
MRT,CSV,75+,45
MRT,CSV,unknown,1
MRT,DEM,18-24,1458
MRT,DEM,25-34,3121
MRT,DEM,35-44,3098
MRT,DEM,45-54,2594
MRT,DEM,55-64,3973
MRT,DEM,65-74,5976
MRT,DEM,75+,6874
MRT,DEM,unknown,140
MRT,ECO,18-24,4
MRT,ECO,25-34,9
MRT,ECO,35-44,7
MRT,ECO,45-54,6
MRT,ECO,55-64,9
MRT,ECO,65-74,7
MRT,ECO,75+,5
MRT,FFP,18-24,2
MRT,FFP,25-34,1
MRT,FFP,35-44,4
MRT,FFP,45-54,4
MRT,FFP,55-64,2
MRT,FFP,65-74,2
MRT,GRE,18-24,16
MRT,GRE,25-34,15
MRT,GRE,35-44,17
MRT,GRE,45-54,8
MRT,GRE,55-64,9
MRT,GRE,65-74,7
MRT,GRE,75+,5
MRT,IND,18-24,399
MRT,IND,25-34,602
MRT,IND,35-44,455
MRT,IND,45-54,423
MRT,IND,55-64,641
MRT,IND,65-74,760
MRT,IND,75+,694
MRT,IND,unknown,21
MRT,LPF,18-24,12
MRT,LPF,25-34,61
MRT,LPF,35-44,85
MRT,LPF,45-54,56
MRT,LPF,55-64,39
MRT,LPF,65-74,26
MRT,LPF,75+,22
MRT,LPF,unknown,1
MRT,MGT,25-34,1
MRT,MGT,45-54,1
MRT,MGT,65-74,1
MRT,NPA,18-24,2046
MRT,NPA,25-34,4294
MRT,NPA,35-44,4313
MRT,NPA,45-54,3741
MRT,NPA,55-64,4590
MRT,NPA,65-74,4841
MRT,NPA,75+,4765
MRT,NPA,unknown,200
MRT,PSL,18-24,2
MRT,PSL,25-34,5
MRT,PSL,35-44,4
MRT,PSL,45-54,1
MRT,REP,18-24,3481
MRT,REP,25-34,6410
MRT,REP,35-44,7108
MRT,REP,45-54,7215
MRT,REP,55-64,12539
MRT,REP,65-74,14382
MRT,REP,75+,15865
MRT,REP,unknown,772
NAS,AMF,18-24,33
NAS,AMF,25-34,24
NAS,AMF,35-44,22
NAS,AMF,45-54,21
NAS,AMF,55-64,13
NAS,AMF,65-74,6
NAS,AMF,75+,1
NAS,AMF,unknown,1
NAS,ASP,18-24,7
NAS,ASP,25-34,8
NAS,ASP,35-44,6
NAS,ASP,45-54,4
NAS,ASP,55-64,3
NAS,ASP,65-74,1
NAS,ASP,75+,1
NAS,BPP,18-24,8
NAS,BPP,25-34,5
NAS,BPP,35-44,6
NAS,BPP,45-54,9
NAS,BPP,55-64,5
NAS,CPF,18-24,33
NAS,CPF,25-34,32
NAS,CPF,35-44,23
NAS,CPF,45-54,18
NAS,CPF,55-64,18
NAS,CPF,65-74,6
NAS,CPF,75+,4
NAS,CPP,18-24,5
NAS,CPP,25-34,8
NAS,CPP,35-44,10
NAS,CPP,45-54,9
NAS,CPP,55-64,7
NAS,CPP,65-74,3
NAS,CPP,75+,2
NAS,CSV,18-24,53
NAS,CSV,25-34,59
NAS,CSV,35-44,53
NAS,CSV,45-54,49
NAS,CSV,55-64,37
NAS,CSV,65-74,33
NAS,CSV,75+,18
NAS,DEM,18-24,918
NAS,DEM,25-34,1758
NAS,DEM,35-44,1959
NAS,DEM,45-54,1758
NAS,DEM,55-64,2409
NAS,DEM,65-74,3315
NAS,DEM,75+,3044
NAS,DEM,unknown,70
NAS,ECO,18-24,3
NAS,ECO,25-34,7
NAS,ECO,35-44,5
NAS,ECO,45-54,1
NAS,ECO,55-64,2
NAS,ECO,65-74,4
NAS,FFP,18-24,5
NAS,FFP,25-34,2
NAS,FFP,35-44,2
NAS,FFP,45-54,2
NAS,FFP,55-64,1
NAS,FFP,65-74,2
NAS,GRE,18-24,10
NAS,GRE,25-34,14
NAS,GRE,35-44,16
NAS,GRE,45-54,8
NAS,GRE,55-64,8
NAS,GRE,65-74,3
NAS,GRE,75+,3
NAS,IND,18-24,316
NAS,IND,25-34,367
NAS,IND,35-44,344
NAS,IND,45-54,261
NAS,IND,55-64,334
NAS,IND,65-74,430
NAS,IND,75+,231
NAS,IND,unknown,17
NAS,LPF,18-24,26
NAS,LPF,25-34,116
NAS,LPF,35-44,113
NAS,LPF,45-54,61
NAS,LPF,55-64,48
NAS,LPF,65-74,19
NAS,LPF,75+,11
NAS,LPF,unknown,3
NAS,NPA,18-24,1444
NAS,NPA,25-34,2904
NAS,NPA,35-44,3270
NAS,NPA,45-54,2564
NAS,NPA,55-64,2769
NAS,NPA,65-74,2597
NAS,NPA,75+,1849
NAS,NPA,unknown,84
NAS,PSL,18-24,6
NAS,PSL,25-34,5
NAS,PSL,35-44,3
NAS,REP,18-24,3474
NAS,REP,25-34,6066
NAS,REP,35-44,7389
NAS,REP,45-54,7136
NAS,REP,55-64,9891
NAS,REP,65-74,9905
NAS,REP,75+,7973
NAS,REP,unknown,535
OKA,AMF,18-24,58
OKA,AMF,25-34,76
OKA,AMF,35-44,43
OKA,AMF,45-54,48
OKA,AMF,55-64,14
OKA,AMF,65-74,8
OKA,AMF,75+,3
OKA,AMF,unknown,1
OKA,ASP,18-24,36
OKA,ASP,25-34,38
OKA,ASP,35-44,32
OKA,ASP,45-54,21
OKA,ASP,55-64,6
OKA,ASP,65-74,6
OKA,ASP,75+,2
OKA,BPP,18-24,17
OKA,BPP,25-34,43
OKA,BPP,35-44,36
OKA,BPP,45-54,14
OKA,BPP,55-64,8
OKA,BPP,65-74,4
OKA,CPF,18-24,70
OKA,CPF,25-34,87
OKA,CPF,35-44,82
OKA,CPF,45-54,48
OKA,CPF,55-64,28
OKA,CPF,65-74,11
OKA,CPF,75+,7
OKA,CPP,18-24,22
OKA,CPP,25-34,32
OKA,CPP,35-44,26
OKA,CPP,45-54,11
OKA,CPP,55-64,16
OKA,CPP,65-74,4
OKA,CPP,75+,1
OKA,CSV,18-24,146
OKA,CSV,25-34,166
OKA,CSV,35-44,164
OKA,CSV,45-54,99
OKA,CSV,55-64,70
OKA,CSV,65-74,54
OKA,CSV,75+,15
OKA,CSV,unknown,1
OKA,DEM,18-24,2315
OKA,DEM,25-34,5664
OKA,DEM,35-44,5460
OKA,DEM,45-54,3793
OKA,DEM,55-64,3741
OKA,DEM,65-74,4415
OKA,DEM,75+,3556
OKA,DEM,unknown,105
OKA,ECO,18-24,8
OKA,ECO,25-34,19
OKA,ECO,35-44,12
OKA,ECO,45-54,7
OKA,ECO,55-64,4
OKA,ECO,65-74,5
OKA,FFP,18-24,6
OKA,FFP,25-34,8
OKA,FFP,35-44,7
OKA,FFP,45-54,2
OKA,FFP,65-74,1
OKA,FFP,75+,1
OKA,GRE,18-24,22
OKA,GRE,25-34,39
OKA,GRE,35-44,29
OKA,GRE,45-54,11
OKA,GRE,55-64,11
OKA,GRE,65-74,4
OKA,GRE,75+,1
OKA,IND,18-24,449
OKA,IND,25-34,924
OKA,IND,35-44,746
OKA,IND,45-54,534
OKA,IND,55-64,409
OKA,IND,65-74,403
OKA,IND,75+,215
OKA,IND,unknown,11
OKA,JEF,18-24,1
OKA,LPF,18-24,41
OKA,LPF,25-34,280
OKA,LPF,35-44,291
OKA,LPF,45-54,130
OKA,LPF,55-64,64
OKA,LPF,65-74,43
OKA,LPF,75+,11
OKA,LPF,unknown,4
OKA,NPA,18-24,4156
OKA,NPA,25-34,9424
OKA,NPA,35-44,9687
OKA,NPA,45-54,6156
OKA,NPA,55-64,4567
OKA,NPA,65-74,3680
OKA,NPA,75+,2229
OKA,NPA,unknown,147
OKA,PSL,18-24,9
OKA,PSL,25-34,12
OKA,PSL,35-44,6
OKA,PSL,55-64,2
OKA,REP,18-24,6308
OKA,REP,25-34,13679
OKA,REP,35-44,15674
OKA,REP,45-54,13895
OKA,REP,55-64,16680
OKA,REP,65-74,16427
OKA,REP,75+,12769
OKA,REP,unknown,669
OKE,AMF,18-24,15
OKE,AMF,25-34,13
OKE,AMF,35-44,7
OKE,AMF,45-54,7
OKE,AMF,55-64,10
OKE,AMF,65-74,4
OKE,AMF,75+,1
OKE,AMF,unknown,1
OKE,ASP,18-24,7
OKE,ASP,25-34,5
OKE,ASP,35-44,2
OKE,ASP,45-54,1
OKE,ASP,55-64,4
OKE,ASP,65-74,2
OKE,BPP,18-24,8
OKE,BPP,25-34,10
OKE,BPP,35-44,3
OKE,BPP,45-54,3
OKE,BPP,55-64,3
OKE,BPP,65-74,1
OKE,BPP,unknown,1
OKE,CPF,18-24,19
OKE,CPF,25-34,16
OKE,CPF,35-44,19
OKE,CPF,45-54,11
OKE,CPF,55-64,10
OKE,CPF,65-74,9
OKE,CPF,75+,3
OKE,CPF,unknown,1
OKE,CPP,18-24,7
OKE,CPP,25-34,11
OKE,CPP,35-44,1
OKE,CPP,45-54,2
OKE,CPP,55-64,2
OKE,CSV,18-24,18
OKE,CSV,25-34,24
OKE,CSV,35-44,22
OKE,CSV,45-54,16
OKE,CSV,55-64,21
OKE,CSV,65-74,15
OKE,CSV,75+,5
OKE,CSV,unknown,1
OKE,DEM,18-24,435
OKE,DEM,25-34,773
OKE,DEM,35-44,745
OKE,DEM,45-54,727
OKE,DEM,55-64,907
OKE,DEM,65-74,1161
OKE,DEM,75+,1155
OKE,DEM,unknown,58
OKE,ECO,18-24,6
OKE,ECO,25-34,3
OKE,ECO,35-44,2
OKE,ECO,45-54,3
OKE,FFP,18-24,1
OKE,FFP,25-34,2
OKE,FFP,45-54,1
OKE,GRE,18-24,4
OKE,GRE,25-34,3
OKE,GRE,35-44,2
OKE,GRE,45-54,3
OKE,GRE,65-74,2
OKE,GRE,75+,1
OKE,IND,18-24,75
OKE,IND,25-34,123
OKE,IND,35-44,92
OKE,IND,45-54,53
OKE,IND,55-64,89
OKE,IND,65-74,78
OKE,IND,75+,54
OKE,IND,unknown,3
OKE,LPF,18-24,3
OKE,LPF,25-34,16
OKE,LPF,35-44,8
OKE,LPF,45-54,7
OKE,LPF,55-64,5
OKE,LPF,65-74,4
OKE,LPF,75+,3
OKE,NPA,18-24,404
OKE,NPA,25-34,1112
OKE,NPA,35-44,913
OKE,NPA,45-54,662
OKE,NPA,55-64,688
OKE,NPA,65-74,574
OKE,NPA,75+,394
OKE,NPA,unknown,29
OKE,PSL,18-24,2
OKE,PSL,25-34,3
OKE,REP,18-24,913
OKE,REP,25-34,1857
OKE,REP,35-44,1882
OKE,REP,45-54,1782
OKE,REP,55-64,2526
OKE,REP,65-74,2586
OKE,REP,75+,2246
OKE,REP,unknown,284
ORA,AMF,18-24,368
ORA,AMF,25-34,365
ORA,AMF,35-44,280
ORA,AMF,45-54,239
ORA,AMF,55-64,189
ORA,AMF,65-74,90
ORA,AMF,75+,34
ORA,AMF,unknown,4
ORA,ASP,18-24,175
ORA,ASP,25-34,203
ORA,ASP,35-44,143
ORA,ASP,45-54,100
ORA,ASP,55-64,82
ORA,ASP,65-74,40
ORA,ASP,75+,20
ORA,ASP,unknown,1
ORA,BPP,18-24,587
ORA,BPP,25-34,835
ORA,BPP,35-44,576
ORA,BPP,45-54,469
ORA,BPP,55-64,283
ORA,BPP,65-74,100
ORA,BPP,75+,55
ORA,BPP,unknown,4
ORA,CPF,18-24,385
ORA,CPF,25-34,313
ORA,CPF,35-44,247
ORA,CPF,45-54,195
ORA,CPF,55-64,152
ORA,CPF,65-74,73
ORA,CPF,75+,36
ORA,CPF,unknown,3
ORA,CPP,18-24,114
ORA,CPP,25-34,175
ORA,CPP,35-44,179
ORA,CPP,45-54,167
ORA,CPP,55-64,116
ORA,CPP,65-74,56
ORA,CPP,75+,25
ORA,CPP,unknown,1
ORA,CSV,18-24,528
ORA,CSV,25-34,645
ORA,CSV,35-44,530
ORA,CSV,45-54,465
ORA,CSV,55-64,358
ORA,CSV,65-74,222
ORA,CSV,75+,89
ORA,CSV,unknown,9
ORA,DEM,18-24,29091
ORA,DEM,25-34,77351
ORA,DEM,35-44,68992
ORA,DEM,45-54,56308
ORA,DEM,55-64,54245
ORA,DEM,65-74,47583
ORA,DEM,75+,38153
ORA,DEM,unknown,1851
ORA,ECO,18-24,72
ORA,ECO,25-34,109
ORA,ECO,35-44,64
ORA,ECO,45-54,50
ORA,ECO,55-64,36
ORA,ECO,65-74,24
ORA,ECO,75+,12
ORA,FFP,18-24,42
ORA,FFP,25-34,51
ORA,FFP,35-44,45
ORA,FFP,45-54,17
ORA,FFP,55-64,21
ORA,FFP,65-74,12
ORA,FFP,75+,3
ORA,FFP,unknown,1
ORA,GRE,18-24,172
ORA,GRE,25-34,304
ORA,GRE,35-44,168
ORA,GRE,45-54,108
ORA,GRE,55-64,75
ORA,GRE,65-74,25
ORA,GRE,75+,15
ORA,GRE,unknown,8
ORA,IND,18-24,2861
ORA,IND,25-34,5116
ORA,IND,35-44,3558
ORA,IND,45-54,2864
ORA,IND,55-64,2618
ORA,IND,65-74,1810
ORA,IND,75+,977
ORA,IND,unknown,93
ORA,JEF,25-34,5
ORA,LPF,18-24,182
ORA,LPF,25-34,745
ORA,LPF,35-44,815
ORA,LPF,45-54,428
ORA,LPF,55-64,246
ORA,LPF,65-74,112
ORA,LPF,75+,40
ORA,LPF,unknown,13
ORA,MGT,25-34,2
ORA,MGT,35-44,2
ORA,MGT,45-54,1
ORA,NPA,18-24,29366
ORA,NPA,25-34,66864
ORA,NPA,35-44,62373
ORA,NPA,45-54,51864
ORA,NPA,55-64,40810
ORA,NPA,65-74,26540
ORA,NPA,75+,17229
ORA,NPA,unknown,970
ORA,PSL,18-24,67
ORA,PSL,25-34,111
ORA,PSL,35-44,52
ORA,PSL,45-54,13
ORA,PSL,55-64,2
ORA,PSL,65-74,2
ORA,PSL,75+,2
ORA,PSL,unknown,1
ORA,REP,18-24,16776
ORA,REP,25-34,35905
ORA,REP,35-44,38509
ORA,REP,45-54,39561
ORA,REP,55-64,46753
ORA,REP,65-74,38908
ORA,REP,75+,31776
ORA,REP,unknown,1853
ORA,WPF,25-34,1
ORA,WPF,55-64,1
OSC,AMF,18-24,119
OSC,AMF,25-34,113
OSC,AMF,35-44,115
OSC,AMF,45-54,90
OSC,AMF,55-64,56
OSC,AMF,65-74,31
OSC,AMF,75+,9
OSC,AMF,unknown,9
OSC,ASP,18-24,60
OSC,ASP,25-34,64
OSC,ASP,35-44,55
OSC,ASP,45-54,45
OSC,ASP,55-64,41
OSC,ASP,65-74,20
OSC,ASP,75+,10
OSC,ASP,unknown,1
OSC,BPP,18-24,447
OSC,BPP,25-34,518
OSC,BPP,35-44,467
OSC,BPP,45-54,395
OSC,BPP,55-64,187
OSC,BPP,65-74,73
OSC,BPP,75+,57
OSC,BPP,unknown,4
OSC,CPF,18-24,116
OSC,CPF,25-34,99
OSC,CPF,35-44,93
OSC,CPF,45-54,86
OSC,CPF,55-64,68
OSC,CPF,65-74,27
OSC,CPF,75+,13
OSC,CPF,unknown,3
OSC,CPP,18-24,31
OSC,CPP,25-34,52
OSC,CPP,35-44,56
OSC,CPP,45-54,53
OSC,CPP,55-64,44
OSC,CPP,65-74,26
OSC,CPP,75+,9
OSC,CSV,18-24,173
OSC,CSV,25-34,188
OSC,CSV,35-44,233
OSC,CSV,45-54,188
OSC,CSV,55-64,187
OSC,CSV,65-74,94
OSC,CSV,75+,45
OSC,CSV,unknown,5
OSC,DEM,18-24,8902
OSC,DEM,25-34,18658
OSC,DEM,35-44,17011
OSC,DEM,45-54,16438
OSC,DEM,55-64,17002
OSC,DEM,65-74,15500
OSC,DEM,75+,13184
OSC,DEM,unknown,470
OSC,ECO,18-24,28
OSC,ECO,25-34,30
OSC,ECO,35-44,27
OSC,ECO,45-54,22
OSC,ECO,55-64,17
OSC,ECO,65-74,8
OSC,ECO,75+,3
OSC,FFP,18-24,5
OSC,FFP,25-34,13
OSC,FFP,35-44,5
OSC,FFP,45-54,7
OSC,FFP,55-64,1
OSC,FFP,65-74,1
OSC,FFP,unknown,2
OSC,GRE,18-24,62
OSC,GRE,25-34,64
OSC,GRE,35-44,41
OSC,GRE,45-54,26
OSC,GRE,55-64,17
OSC,GRE,65-74,7
OSC,GRE,75+,4
OSC,IND,18-24,571
OSC,IND,25-34,1128
OSC,IND,35-44,903
OSC,IND,45-54,713
OSC,IND,55-64,672
OSC,IND,65-74,522
OSC,IND,75+,316
OSC,IND,unknown,24
OSC,JEF,18-24,1
OSC,LPF,18-24,45
OSC,LPF,25-34,162
OSC,LPF,35-44,165
OSC,LPF,45-54,98
OSC,LPF,55-64,66
OSC,LPF,65-74,21
OSC,LPF,75+,6
OSC,LPF,unknown,1
OSC,MGT,65-74,1
OSC,NPA,18-24,10586
OSC,NPA,25-34,22065
OSC,NPA,35-44,21323
OSC,NPA,45-54,18924
OSC,NPA,55-64,15195
OSC,NPA,65-74,10159
OSC,NPA,75+,6772
OSC,NPA,unknown,331
OSC,PSL,18-24,18
OSC,PSL,25-34,25
OSC,PSL,35-44,12
OSC,PSL,45-54,3
OSC,PSL,55-64,3
OSC,REP,18-24,6234
OSC,REP,25-34,11247
OSC,REP,35-44,12996
OSC,REP,45-54,13196
OSC,REP,55-64,14729
OSC,REP,65-74,12166
OSC,REP,75+,9280
OSC,REP,unknown,670
OSC,WPF,25-34,1
PAL,AMF,18-24,224
PAL,AMF,25-34,242
PAL,AMF,35-44,195
PAL,AMF,45-54,160
PAL,AMF,55-64,138
PAL,AMF,65-74,68
PAL,AMF,75+,35
PAL,AMF,unknown,3
PAL,ASP,18-24,112
PAL,ASP,25-34,92
PAL,ASP,35-44,78
PAL,ASP,45-54,58
PAL,ASP,55-64,54
PAL,ASP,65-74,29
PAL,ASP,75+,9
PAL,BPP,18-24,114
PAL,BPP,25-34,149
PAL,BPP,35-44,103
PAL,BPP,45-54,80
PAL,BPP,55-64,46
PAL,BPP,65-74,29
PAL,BPP,75+,7
PAL,BPP,unknown,1
PAL,CPF,18-24,372
PAL,CPF,25-34,236
PAL,CPF,35-44,185
PAL,CPF,45-54,143
PAL,CPF,55-64,133
PAL,CPF,65-74,87
PAL,CPF,75+,58
PAL,CPF,unknown,1
PAL,CPP,18-24,90
PAL,CPP,25-34,80
PAL,CPP,35-44,93
PAL,CPP,45-54,82
PAL,CPP,55-64,98
PAL,CPP,65-74,63
PAL,CPP,75+,39
PAL,CSV,18-24,482
PAL,CSV,25-34,431
PAL,CSV,35-44,358
PAL,CSV,45-54,285
PAL,CSV,55-64,358
PAL,CSV,65-74,284
PAL,CSV,75+,162
PAL,CSV,unknown,3
PAL,DEM,18-24,22521
PAL,DEM,25-34,51236
PAL,DEM,35-44,54080
PAL,DEM,45-54,48241
PAL,DEM,55-64,58207
PAL,DEM,65-74,68860
PAL,DEM,75+,88561
PAL,DEM,unknown,1070
PAL,ECO,18-24,55
PAL,ECO,25-34,69
PAL,ECO,35-44,38
PAL,ECO,45-54,46
PAL,ECO,55-64,37
PAL,ECO,65-74,37
PAL,ECO,75+,13
PAL,ECO,unknown,1
PAL,FFP,18-24,17
PAL,FFP,25-34,21
PAL,FFP,35-44,16
PAL,FFP,45-54,19
PAL,FFP,55-64,5
PAL,FFP,65-74,8
PAL,FFP,75+,5
PAL,GRE,18-24,109
PAL,GRE,25-34,152
PAL,GRE,35-44,142
PAL,GRE,45-54,93
PAL,GRE,55-64,67
PAL,GRE,65-74,49
PAL,GRE,75+,33
PAL,GRE,unknown,1
PAL,IND,18-24,3109
PAL,IND,25-34,4881
PAL,IND,35-44,4061
PAL,IND,45-54,3810
PAL,IND,55-64,4755
PAL,IND,65-74,4808
PAL,IND,75+,4118
PAL,IND,unknown,85
PAL,JEF,25-34,1
PAL,JEF,35-44,3
PAL,JEF,45-54,2
PAL,JEF,55-64,2
PAL,LPF,18-24,134
PAL,LPF,25-34,453
PAL,LPF,35-44,636
PAL,LPF,45-54,365
PAL,LPF,55-64,255
PAL,LPF,65-74,166
PAL,LPF,75+,95
PAL,LPF,unknown,7
PAL,MGT,35-44,1
PAL,MGT,55-64,1
PAL,MGT,65-74,1
PAL,NPA,18-24,25592
PAL,NPA,25-34,52167
PAL,NPA,35-44,55508
PAL,NPA,45-54,48297
PAL,NPA,55-64,48818
PAL,NPA,65-74,41457
PAL,NPA,75+,43268
PAL,NPA,unknown,893
PAL,PSL,18-24,25
PAL,PSL,25-34,54
PAL,PSL,35-44,36
PAL,PSL,45-54,4
PAL,PSL,55-64,5
PAL,PSL,65-74,3
PAL,PSL,75+,1
PAL,REP,18-24,19278
PAL,REP,25-34,40273
PAL,REP,35-44,44269
PAL,REP,45-54,42989
PAL,REP,55-64,63986
PAL,REP,65-74,62504
PAL,REP,75+,69965
PAL,REP,unknown,1547
PAL,WPF,65-74,1
PAS,AMF,18-24,170
PAS,AMF,25-34,153
PAS,AMF,35-44,170
PAS,AMF,45-54,125
PAS,AMF,55-64,119
PAS,AMF,65-74,69
PAS,AMF,75+,19
PAS,AMF,unknown,1
PAS,ASP,18-24,65
PAS,ASP,25-34,79
PAS,ASP,35-44,63
PAS,ASP,45-54,53
PAS,ASP,55-64,39
PAS,ASP,65-74,27
PAS,ASP,75+,15
PAS,ASP,unknown,1
PAS,BPP,18-24,151
PAS,BPP,25-34,179
PAS,BPP,35-44,186
PAS,BPP,45-54,119
PAS,BPP,55-64,80
PAS,BPP,65-74,39
PAS,BPP,75+,18
PAS,BPP,unknown,1
PAS,CPF,18-24,142
PAS,CPF,25-34,179
PAS,CPF,35-44,174
PAS,CPF,45-54,114
PAS,CPF,55-64,120
PAS,CPF,65-74,68
PAS,CPF,75+,24
PAS,CPF,unknown,1
PAS,CPP,18-24,57
PAS,CPP,25-34,59
PAS,CPP,35-44,75
PAS,CPP,45-54,75
PAS,CPP,55-64,67
PAS,CPP,65-74,45
PAS,CPP,75+,9
PAS,CPP,unknown,1
PAS,CSV,18-24,329
PAS,CSV,25-34,361
PAS,CSV,35-44,380
PAS,CSV,45-54,321
PAS,CSV,55-64,279
PAS,CSV,65-74,209
PAS,CSV,75+,102
PAS,CSV,unknown,7
PAS,DEM,18-24,8159
PAS,DEM,25-34,17444
PAS,DEM,35-44,18417
PAS,DEM,45-54,17274
PAS,DEM,55-64,18450
PAS,DEM,65-74,20489
PAS,DEM,75+,20154
PAS,DEM,unknown,559
PAS,ECO,18-24,33
PAS,ECO,25-34,36
PAS,ECO,35-44,24
PAS,ECO,45-54,25
PAS,ECO,55-64,16
PAS,ECO,65-74,15
PAS,ECO,75+,6
PAS,FFP,18-24,13
PAS,FFP,25-34,15
PAS,FFP,35-44,9
PAS,FFP,45-54,13
PAS,FFP,55-64,5
PAS,FFP,65-74,11
PAS,FFP,75+,3
PAS,FFP,unknown,1
PAS,GRE,18-24,87
PAS,GRE,25-34,113
PAS,GRE,35-44,89
PAS,GRE,45-54,58
PAS,GRE,55-64,23
PAS,GRE,65-74,31
PAS,GRE,75+,7
PAS,GRE,unknown,1
PAS,IND,18-24,1459
PAS,IND,25-34,2350
PAS,IND,35-44,1946
PAS,IND,45-54,1766
PAS,IND,55-64,1741
PAS,IND,65-74,1676
PAS,IND,75+,1217
PAS,IND,unknown,67
PAS,JEF,18-24,2
PAS,JEF,35-44,1
PAS,JEF,75+,2
PAS,LPF,18-24,76
PAS,LPF,25-34,356
PAS,LPF,35-44,444
PAS,LPF,45-54,322
PAS,LPF,55-64,166
PAS,LPF,65-74,89
PAS,LPF,75+,33
PAS,LPF,unknown,19
PAS,MGT,55-64,1
PAS,NPA,18-24,10996
PAS,NPA,25-34,23344
PAS,NPA,35-44,25660
PAS,NPA,45-54,23049
PAS,NPA,55-64,19817
PAS,NPA,65-74,15809
PAS,NPA,75+,13389
PAS,NPA,unknown,772
PAS,PSL,18-24,35
PAS,PSL,25-34,40
PAS,PSL,35-44,8
PAS,PSL,45-54,5
PAS,PSL,55-64,4
PAS,PSL,75+,1
PAS,REP,18-24,12332
PAS,REP,25-34,23965
PAS,REP,35-44,28281
PAS,REP,45-54,29872
PAS,REP,55-64,38640
PAS,REP,65-74,35338
PAS,REP,75+,32232
PAS,REP,unknown,2220
PIN,AMF,18-24,154
PIN,AMF,25-34,182
PIN,AMF,35-44,151
PIN,AMF,45-54,124
PIN,AMF,55-64,87
PIN,AMF,65-74,83
PIN,AMF,75+,24
PIN,AMF,unknown,2
PIN,ASP,18-24,67
PIN,ASP,25-34,75
